id,name,type,typecode,address,location,tel,pname,cityname,adname,business_area,photos,gridcode,biz_ext
B000A5F89F,莲花池公园,风景名胜;公园广场;公园,110101,西三环中路38号,"116.315327,39.893297",010-63982357;010-63972892,北京市,北京市,丰台区,公主坟,"[{'provider': [], 'title': [], 'url': 'http://store.is.autonavi.com/showpic/cb724c4bd21320a07aaeaffa2e46ac59'}, {'provider': [], 'title': [], 'url': 'http://store.is.autonavi.com/showpic/9326d42466932598791adba0aed71aee'}, {'provider': [], 'title': [], 'url': 'http://store.is.autonavi.com/showpic/aafe690a59875e55818f20424947f75d'}]",5916627500,"{'cost': [], 'opentime2': '4月至10月 周一至周日 06:00-22:00 最晚进入21:30；1月至3月,11月至12月 周一至周日 06:00-21:00 最晚进入20:30', 'rating': '4.7', 'open_time': [], 'ticket_ordering': '0'}"
B000A7JEXW,中央电视塔,风景名胜;风景名胜;国家级景点|科教文化服务;传媒机构;电视台,110202|141101,西三环中路11号(玉渊潭公园对面),"116.307016,39.918852",010-88416232,北京市,北京市,海淀区,公主坟,"[{'provider': [], 'title': '春季', 'url': 'http://store.is.autonavi.com/showpic/22693a6d51adc909b45d17bf3f79a827'}, {'provider': [], 'title': '夏季', 'url': 'http://store.is.autonavi.com/showpic/510fc8a68b06aec545258654cd6a6fdb'}, {'provider': [], 'title': [], 'url': 'http://store.is.autonavi.com/showpic/7639931194a4ff6ae0a3a53cdc1b110d'}]",5916720401,"{'cost': [], 'opentime2': '周一至周日 08:30-22:00 最晚进入21:30', 'rating': '4.7', 'open_time': '08:30-22:00', 'ticket_ordering': '0'}"
B0J6BZNC6H,故宫博物院-西北角楼,风景名胜;风景名胜;风景名胜,110200,景山前街4号故宫博物院(西北角),"116.392575,39.922150",4009501925,北京市,北京市,东城区,[],"[{'provider': [], 'title': [], 'url': 'https://aos-comment.amap.com/B0J6BZNC6H/comment/content_media_external_file_1000105727_ss__1763270922421_92563117.jpg'}, {'provider': [], 'title': [], 'url': 'https://store.is.autonavi.com/showpic/21dc3a13e4b6c49654b6b9f7768b382b'}, {'provider': [], 'title': [], 'url': 'https://aos-comment.amap.com/B0J6BZNC6H/comment/content_media_external_images_media_1000004225_ss__1731594646105_56488285.jpg'}]",5916730111,"{'cost': [], 'opentime2': [], 'rating': [], 'open_time': [], 'ticket_ordering': '0'}"
B000A208D5,李大钊故居,风景名胜;风景名胜;风景名胜,110200,文华胡同24号,"116.365903,39.904721",010-66011512;010-66089208,北京市,北京市,西城区,西单,"[{'provider': [], 'title': [], 'url': 'http://store.is.autonavi.com/showpic/a391afaa5d991eef9fa3b2600d2d8545'}, {'provider': [], 'title': [], 'url': 'https://aos-comment.amap.com/B000A208D5/comment/content_media_external_file_100001365_1766563152121_41656056.jpg'}, {'provider': [], 'title': [], 'url': 'https://aos-comment.amap.com/B000A208D5/comment/3C4B101A_B849_4A51_9BA2_ECB8AC74944C_L0_001_1500_200_1760860460691_27737457.jpg'}]",5916628910,"{'cost': [], 'opentime2': [], 'rating': '4.6', 'open_time': [], 'ticket_ordering': '0'}"
B000A7HRB1,北大红楼,风景名胜;风景名胜;纪念馆,110204,五四大街29号,"116.405361,39.924710",010-64020957,北京市,北京市,东城区,沙滩,"[{'provider': [], 'title': [], 'url': 'http://store.is.autonavi.com/showpic/c7782cf55d7393472b79ffbd33472a3f'}, {'provider': [], 'title': [], 'url': 'https://aos-comment.amap.com/B000A7HRB1/headerImg/f2542bd8fded65c6a8d764ccc9d3bf33_2048_2048_80.jpg'}, {'provider': [], 'title': [], 'url': 'http://store.is.autonavi.com/showpic/c0d8468cc442936d48fe5a0d38efd669'}]",5916730221,"{'cost': [], 'opentime2': [], 'rating': '4.4', 'open_time': [], 'ticket_ordering': '0'}"
B000A8UMB4,中国钱币博物馆,科教文化服务;博物馆;博物馆,140100,西交民巷17号,"116.394930,39.902127",010-66081385,北京市,北京市,西城区,[],"[{'title': [], 'url': 'https://aos-comment.amap.com/B000A8UMB4/comment/content_media_external_file_100006572_1768058312246_20893829.jpg'}, {'title': [], 'url': 'https://aos-comment.amap.com/B000A8UMB4/comment/344758D3_33B1_4323_BF10_5EB6C7CE411F_L0_001_1179_64_1769267796664_34773736.jpg'}, {'title': [], 'url': 'https://aos-comment.amap.com/B000A8UMB4/comment/content_media_external_file_1000125944_ss__1770516819308_32594636.jpg'}]",5916638101,"{'cost': [], 'opentime2': '周二至周日09:00-17:00(16:30停止入馆,周一,节日闭馆)', 'rating': '4.7', 'open_time': '09:00-17:00'}"
B000A83WJW,鲁迅故居,风景名胜;风景名胜;纪念馆,110204,阜成门内西三条21号(阜成门地铁站B东北口步行340米),"116.358173,39.925774",010-50872677;010-66156548,北京市,北京市,西城区,官园,"[{'provider': [], 'title': [], 'url': 'http://store.is.autonavi.com/showpic/95765de30c12d6448482ed47a9844f24'}, {'provider': [], 'title': [], 'url': 'https://store.is.autonavi.com/showpic/e7d62ea27d650616cae88dc3a55e8473'}, {'provider': [], 'title': [], 'url': 'https://store.is.autonavi.com/showpic/72890a9a59a35484c98626c70252c725'}]",5916721801,"{'cost': [], 'opentime2': [], 'rating': '3.8', 'open_time': [], 'ticket_ordering': '0'}"
B000A7O1CU,颐和园,风景名胜;风景名胜;世界遗产,110201,新建宫门路19号,"116.275179,39.999617",010-62881144,北京市,北京市,海淀区,[],"[{'provider': [], 'title': '秋季', 'url': 'http://store.is.autonavi.com/showpic/a4b326f43a84d36b581d7f6e856fe858'}, {'provider': [], 'title': [], 'url': 'http://store.is.autonavi.com/showpic/62d1eddc858545a18923b0ef9cb5ac68'}, {'provider': [], 'title': [], 'url': 'http://store.is.autonavi.com/showpic/00b99d99388ca17f613291491d905feb'}]",5916729220,"{'cost': [], 'opentime2': '4月至10月 周一至周日 06:00-20:00 最晚进入19:00；11月至3月 周一至周日 06:30-19:00 最晚进入18:00', 'rating': '4.9', 'open_time': [], 'ticket_ordering': '0'}"
B000A7C9EW,日坛公园,风景名胜;公园广场;公园,110101,朝外街道朝阳门外日坛北路6号,"116.443795,39.915538",010-85616301;010-85635038,北京市,北京市,朝阳区,建国门,"[{'provider': [], 'title': [], 'url': 'https://aos-comment.amap.com/B000A7C9EW/headerImg/2689d175eadaa46f36c454184edf55a2_2048_2048_80.jpg'}, {'provider': [], 'title': [], 'url': 'http://store.is.autonavi.com/showpic/047e8b4bff0cbc440a7f8a288a8fe5e2'}, {'provider': [], 'title': [], 'url': 'http://store.is.autonavi.com/showpic/c1347d21f35383e06568f5392e92404d'}]",5916639521,"{'cost': [], 'opentime2': '周一至周日 05:30-22:00', 'rating': '4.8', 'open_time': '05:30-22:00', 'ticket_ordering': '0'}"
B000A9PIOU,故宫博物院-西南角楼,风景名胜;风景名胜;风景名胜,110200,景山前街4号故宫博物院(西南角),"116.392983,39.913741",4009501925,北京市,北京市,东城区,[],"[{'provider': [], 'title': [], 'url': 'http://store.is.autonavi.com/showpic/d6bfe1e10330a7d34e45c2205edf81d5'}, {'provider': [], 'title': [], 'url': 'http://store.is.autonavi.com/showpic/f4b3a8e3ab8b2c4aea2f1aad9c762320'}, {'provider': [], 'title': [], 'url': 'https://aos-comment.amap.com/B000A9PIOU/comment/content_media_external_file_116959_1769135339942_58695433.jpg'}]",5916639111,"{'cost': [], 'opentime2': [], 'rating': '4.6', 'open_time': [], 'ticket_ordering': '0'}"
B0H65CPLW1,故宫博物院-东北角楼,风景名胜;风景名胜;风景名胜,110200,景山前街4号北京故宫博物馆,"116.401021,39.922473",4009501925,北京市,北京市,东城区,[],"[{'provider': [], 'title': [], 'url': 'https://aos-comment.amap.com/B0H65CPLW1/comment/content_media_external_images_media_1000145675_ss__1766561031782_68137379.jpg'}, {'provider': [], 'title': [], 'url': 'https://aos-comment.amap.com/B0H65CPLW1/comment/F0D95752_9C31_468D_A4F2_8E43B8AE5D5E_L0_001_2000_133_1764317415097_51564996.jpg'}, {'provider': [], 'title': [], 'url': 'http://aos-cdn-image.amap.com/sns/ugccomment/026c4901-86d5-44db-92f4-3919fa55f052.jpg'}]",5916730220,"{'cost': [], 'opentime2': '周一关闭(法定节假日除外),4月1日至10月31日,周二至周日08:30-17:00(16:00停止检票),11月1日至3月31日,周二至周日08:30-16:30(15:30停止检票)', 'rating': '4.3', 'open_time': [], 'ticket_ordering': '0'}"
B000A0C210,中华世纪坛,风景名胜;风景名胜;风景名胜,110200,复兴路甲9号,"116.321339,39.910663",010-84186161;010-84187900,北京市,北京市,海淀区,公主坟,"[{'provider': [], 'title': [], 'url': 'http://store.is.autonavi.com/showpic/f5dc466792d8544923fca3c2cc5c6b9e'}, {'provider': [], 'title': [], 'url': 'http://aos-cdn-image.amap.com/sns/ugccomment/7d4567ca-0650-4369-8139-0039f2f82c0a.jpg'}, {'provider': [], 'title': [], 'url': 'http://store.is.autonavi.com/showpic/421be92023f6bf72857c5dc33c224748'}]",5916629502,"{'cost': [], 'opentime2': '周二至周日 09:00-17:00 最晚进入16:10；周一 全天关闭；17:00清场闭馆', 'rating': '4.6', 'open_time': '09:00-17:00', 'ticket_ordering': '0'}"
B000A1B6C1,广化寺,风景名胜;风景名胜;寺庙道观,110205,什刹海北边的鸦儿胡同31号,"116.390893,39.941355",010-64076395,北京市,北京市,西城区,德胜门,"[{'provider': [], 'title': [], 'url': 'http://store.is.autonavi.com/showpic/60c162b23d5a6b15b33bfad743125884'}, {'provider': [], 'title': [], 'url': 'http://store.is.autonavi.com/showpic/1b4f0921f56c4f8e3a1efb997abdcfdb'}, {'provider': [], 'title': [], 'url': 'https://aos-comment.amap.com/B000A1B6C1/comment/content_media_external_file_1367606_ss__1746686635155_90910104.jpg'}]",5916732120,"{'cost': [], 'opentime2': '周一至周日 09:00-16:30', 'rating': '4.5', 'open_time': '09:00-16:30', 'ticket_ordering': '0'}"
B000A84BK3,精品公园,风景名胜;公园广场;公园,110101,阜成门北大街(阜成门地铁站C东南口步行380米),"116.356935,39.919781",[],北京市,北京市,西城区,金融街,"[{'provider': [], 'title': [], 'url': 'https://aos-comment.amap.com/B000A84BK3/comment/1f3655243ab3673a0653b17513db700f_2048_2048_80.jpg'}, {'provider': [], 'title': [], 'url': 'https://aos-comment.amap.com/B000A84BK3/comment/609999dd2d9da8b26dc6d991a2a09c07_2048_2048_80.jpg'}, {'provider': [], 'title': [], 'url': 'https://aos-comment.amap.com/B000A84BK3/comment/54dec9a30d7a01345cecb3fb15e38777_2048_2048_80.jpg'}]",5916720811,"{'cost': [], 'opentime2': '周一至周日 00:00-24:00', 'rating': '3.8', 'open_time': '24小时营业', 'ticket_ordering': '0'}"
B000A9PJ1J,北京动物园-奥运熊猫馆,风景名胜;公园广场;动物园,110102,西直门外大街137号北京动物园(东南角),"116.338825,39.939619",[],北京市,北京市,西城区,展览路,"[{'provider': [], 'title': [], 'url': 'http://store.is.autonavi.com/showpic/ab3a213399ee7d24fceffabb4bbae4a7'}, {'provider': [], 'title': [], 'url': 'http://store.is.autonavi.com/showpic/f19ea93f401d9b291326c4482cf969d9'}, {'provider': [], 'title': '北京大熊猫馆', 'url': 'http://store.is.autonavi.com/showpic/e3e4d56550ca939b2c56780d8dd966b7'}]",5916722720,"{'cost': [], 'opentime2': '开放时间:08:30-17:00', 'rating': '4.6', 'open_time': '08:30-17:00', 'ticket_ordering': '0'}"
B000A7B211,人民英雄纪念碑,风景名胜;风景名胜;红色景区|风景名胜;风景名胜;纪念馆,110210|110204,天安门广场(长安街中心),"116.397691,39.904632",010-63095745,北京市,北京市,东城区,[],"[{'provider': [], 'title': [], 'url': 'http://store.is.autonavi.com/showpic/989902a88a6f3631fd6ce662e9b159ef'}, {'provider': [], 'title': '人民英雄纪念碑', 'url': 'http://store.is.autonavi.com/showpic/5fbc44454b36f24a9f9807b9a3e3c0ae'}, {'provider': [], 'title': '人民英雄纪念碑', 'url': 'http://store.is.autonavi.com/showpic/f440b3fd67064810584a0d48d2112414'}]",5916638112,"{'cost': [], 'opentime2': '周一至周日 00:00-24:00；具体营业状态以当天开放情况为准', 'rating': '4.8', 'open_time': '24小时营业', 'ticket_ordering': '0'}"
B000A7CPAO,龙潭公园,风景名胜;风景名胜;国家级景点,110202,龙潭路16号,"116.438258,39.879792",010-67167319,北京市,北京市,东城区,左安门,"[{'provider': [], 'title': [], 'url': 'http://store.is.autonavi.com/showpic/3fe8133ec9274fe7c8a3afa38d1ae710'}, {'provider': [], 'title': '龙潭公园[北京龙潭公园]', 'url': 'http://store.is.autonavi.com/showpic/455764cab4dea88b0ace7902b0f78efc'}, {'provider': [], 'title': '龙潭公园[北京龙潭公园]', 'url': 'http://store.is.autonavi.com/showpic/eba7f64c0c54e72f89715872ce0504df'}]",5916635510,"{'cost': [], 'opentime2': '01-01至02-23 周一至周日 06:00-22:00；02-26至12-31 周一至周日 06:00-22:00；02-24至02-25 周一至周日 全天关闭', 'rating': '4.7', 'open_time': '06:00-22:00 06:00-22:00', 'ticket_ordering': '0'}"
B000A7AB8D,龙潭中湖公园,风景名胜;公园广场;公园,110101,左安门内大街19号,"116.432072,39.876755",010-67148205,北京市,北京市,东城区,左安门,"[{'provider': [], 'title': [], 'url': 'http://store.is.autonavi.com/showpic/e28b4684acd7bcdaa43f8a169e66816b'}, {'provider': [], 'title': [], 'url': 'http://store.is.autonavi.com/showpic/2bda2cc0de77798a2e0cf9e4ef4e22a1'}, {'provider': [], 'title': [], 'url': 'http://store.is.autonavi.com/showpic/dec4d3200cf23f76a613e92940fae8fe'}]",5916635401,"{'cost': [], 'opentime2': '1月至3月,11月至12月 周一至周日 06:00-22:00 最晚进入21:00；4月至10月 周一至周日 06:00-22:30 最晚进入22:00', 'rating': '4.7', 'open_time': [], 'ticket_ordering': '0'}"
B0FFG1885G,北海公园-九龙壁,风景名胜;风景名胜;风景名胜,110200,什刹海街道文津街1号(故宫北)北海公园西天梵境内,"116.387599,39.931861",010-64002378,北京市,北京市,西城区,[],"[{'provider': [], 'title': [], 'url': 'http://store.is.autonavi.com/showpic/f12de1ed0ba76f7ee8d6a1997e2d81ab'}, {'provider': [], 'title': [], 'url': 'http://store.is.autonavi.com/showpic/66128e6b207a87a1aee620ef7d5128d7'}, {'provider': [], 'title': [], 'url': 'http://store.is.autonavi.com/showpic/7b3ae70754b8270d72438441e4c5a849'}]",5916731120,"{'cost': [], 'opentime2': '旺季06:00-21:00；淡季06:30-20:00', 'rating': '4.7', 'open_time': [], 'ticket_ordering': '0'}"
B000A9LF3T,景山公园-明思宗殉国处,风景名胜;风景名胜;风景名胜,110200,景山西街44号景山公园内(东南角),"116.399039,39.924529",010-64038098,北京市,北京市,西城区,[],"[{'provider': [], 'title': [], 'url': 'http://store.is.autonavi.com/showpic/36e1f8ccc63bb0d0ac0655f65d7a8ae1'}, {'provider': [], 'title': [], 'url': 'http://store.is.autonavi.com/showpic/1b4180472f71d6ebf43ea2e57084e397'}, {'provider': [], 'title': [], 'url': 'https://aos-comment.amap.com/B000A9LF3T/comment/content_media_external_images_media_1000032433_ss__1758295724499_46218436.jpg'}]",5916730122,"{'cost': [], 'opentime2': [], 'rating': '4.5', 'open_time': [], 'ticket_ordering': '0'}"
B000A79026,嵩祝寺及智珠寺,风景名胜;风景名胜;寺庙道观,110205,景山后街嵩祝院23号,"116.403968,39.928403",010-64073371,北京市,北京市,东城区,沙滩,"[{'provider': [], 'title': [], 'url': 'http://store.is.autonavi.com/showpic/bf7735e598f80ad9695091209fdfdfbe'}, {'provider': [], 'title': [], 'url': 'http://store.is.autonavi.com/showpic/615751b11926358840c3907d3d0caffc'}, {'provider': [], 'title': [], 'url': 'http://store.is.autonavi.com/showpic/c66ad47b203d9ac2e07f4372c07122ad'}]",5916731210,"{'cost': [], 'opentime2': [], 'rating': '4.2', 'open_time': [], 'ticket_ordering': '0'}"
B0LU7H0POO,西城楼观旗点,风景名胜;风景名胜;风景名胜,110200,西长安街与广场西侧路交叉口北20米,"116.395694,39.907843",[],北京市,北京市,东城区,[],"[{'provider': [], 'title': [], 'url': 'https://aos-comment.amap.com/B0LU7H0POO/comment/856E444C_3466_42A7_8D6F_BBB01767E5E1_L0_001_2000_112_1760884308486_75785996.jpg'}, {'provider': [], 'title': [], 'url': 'https://aos-comment.amap.com/default_poi/comment/E436A82A_D7A1_4984_9D4A_8973AD62C82A_L0_001_1440_108_1769435121386_93932778.jpg'}, {'provider': [], 'title': [], 'url': 'https://aos-comment.amap.com/default_poi/comment/934F61B9_8F9D_407A_B6EA_D13131841873_L0_001_2016_151_1769435121384_82132541.jpg'}]",5916638121,"{'cost': [], 'opentime2': [], 'rating': '4.3', 'open_time': [], 'ticket_ordering': '0'}"
B000A6B2AE,团结湖公园,风景名胜;公园广场;公园,110101,团结湖南里路16号(呼家楼地铁站B东北口步行190米),"116.464372,39.925741",010-65061364;010-85973603,北京市,北京市,朝阳区,团结湖,"[{'provider': [], 'title': [], 'url': 'https://aos-comment.amap.com/B000A6B2AE/comment/74d73435502f5dc1b9c92dafa1b580af_2048_2048_80.jpg'}, {'provider': [], 'title': '秋季', 'url': 'https://aos-comment.amap.com/B000A6B2AE/comment/622b8e900870624df03786fa2f0fe869_2048_2048_80.jpg'}, {'provider': [], 'title': [], 'url': 'https://aos-comment.amap.com/B000A6B2AE/comment/7e0c0fa7e33e11847c446409eb0002cd_2048_2048_80.jpg'}]",5916731700,"{'cost': [], 'opentime2': '周一至周日 06:00-21:00', 'rating': '4.7', 'open_time': '06:00-21:00', 'ticket_ordering': '0'}"
B000A9PINO,故宫博物院-慈宁宫,风景名胜;风景名胜;风景名胜,110200,东华门街道景山前街4号故宫博物院内(西北角),"116.394399,39.919066",4009501925,北京市,北京市,东城区,[],"[{'provider': [], 'title': [], 'url': 'http://store.is.autonavi.com/showpic/cd944f8f9da0192da9e1fb63a64430e8'}, {'provider': [], 'title': [], 'url': 'http://store.is.autonavi.com/showpic/f4314889355e59596491177a7fed6304'}, {'provider': [], 'title': [], 'url': 'https://aos-comment.amap.com/B000A9PINO/comment/202507_16-15545_1752652542582_46495395.jpg'}]",5916730101,"{'cost': [], 'opentime2': '旺季(4月1日至10月31日):周一关闭(法定节假日除外),周二至周日:08:30-17:00(16:00停止检票),淡季(11月1日至3月31日):周一关闭(法定节假日除外),周二至周日:08:30-16:30(15:30停止检票)', 'rating': '4.4', 'open_time': [], 'ticket_ordering': '0'}"
B0FFHHBSKV,北京动物园-西区,风景名胜;公园广场;动物园,110102,西直门外大街137号北京动物园内(西侧),"116.332783,39.941640",010-68314411,北京市,北京市,西城区,西直门,"[{'provider': [], 'title': [], 'url': 'http://store.is.autonavi.com/showpic/b130a4c2e3f1f3db0bc195fbfd53c7fd'}, {'provider': [], 'title': [], 'url': 'https://aos-comment.amap.com/B0FFHHBSKV/comment/4412c533d8fe2d654d840069759166b1_2048_2048_80.jpg'}, {'provider': [], 'title': [], 'url': 'https://aos-comment.amap.com/default_poi/comment/e4c29c2acc3b6c74b7da24e756c12d62_2048_2048_80.jpg'}]",5916722621,"{'cost': [], 'opentime2': '周一至周日 09:00-23:30', 'rating': '4.1', 'open_time': '09:00-23:30', 'ticket_ordering': '0'}"
B000A7BXK1,团城,风景名胜;风景名胜;风景名胜,110200,文津街1号(故宫北)北海公园(西南角),"116.389224,39.922978",[],北京市,北京市,西城区,[],"[{'provider': [], 'title': [], 'url': 'https://aos-comment.amap.com/B000A7BXK1/comment/20260213-d7f5ff6158f6ae14880abdb0-8bAp5djQbdv5XFbXThKB3r.jpg'}, {'provider': [], 'title': [], 'url': 'https://aos-comment.amap.com/B000A7BXK1/comment/20260213-d7f5ff6158f6ae14880abdb0-5bbSnWtzvN468KwJ7vdF5E.jpg'}, {'provider': [], 'title': [], 'url': 'https://aos-comment.amap.com/B000A7BXK1/comment/content_media_external_file_19085_1770901584105_11898126.jpg'}]",5916730120,"{'cost': [], 'opentime2': '淡季(11:01-03:31):08:30-16:30(17:00关门)', 'rating': '4.3', 'open_time': [], 'ticket_ordering': '0'}"
B000A81GN5,中央广播电视总台(光华路办公区),科教文化服务;传媒机构;电视台,141101,东三环中路32号,"116.463764,39.915062",010-68508818,北京市,北京市,朝阳区,呼家楼,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/1194a79fec14cbd2e1f3ed6995610065'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/05ddd00851c13a3d6dcf3f20b1b56834'}, {'title': [], 'url': 'https://aos-comment.amap.com/B000A81GN5/comment/545725EE_4458_4A7C_A609_CDF377200D29_L0_001_1080_144_1744672850029_78404621.jpg'}]",5916639720,"{'cost': [], 'opentime2': '周一至周日 07:00-22:00', 'rating': '4.8', 'open_time': '07:00-22:00'}"
B000A1A6C2,北京佛教居士林,风景名胜;风景名胜;寺庙道观,110205,西安门大街129号,"116.376126,39.922722",010-66119637,北京市,北京市,西城区,[],"[{'provider': [], 'title': [], 'url': 'http://store.is.autonavi.com/showpic/1d124ef1a64c0064d8de3999a8cfacbe'}, {'provider': [], 'title': [], 'url': 'http://store.is.autonavi.com/showpic/d819605a87abdb214b1f2879af9e21f1'}, {'provider': [], 'title': [], 'url': 'https://aos-comment.amap.com/B000A1A6C2/comment/content_media_external_file_1000076347_ss__1762263960299_72435763.jpg'}]",5916730020,"{'cost': [], 'opentime2': '周一至周日 09:00-15:30', 'rating': '4.2', 'open_time': '09:00-15:30', 'ticket_ordering': '0'}"
B000A84ZLN,北京东交民巷使馆建筑群,风景名胜;风景名胜相关;旅游景点,110000,崇文门东交民巷(崇文门地铁站A1西北口步行290米),"116.412620,39.901299",[],北京市,北京市,东城区,[],"[{'provider': [], 'title': [], 'url': 'http://store.is.autonavi.com/showpic/e64b6d1fa4f1b56d29157da3e6d74988'}, {'provider': [], 'title': [], 'url': 'https://aos-comment.amap.com/B000A84ZLN/comment/content_media_external_images_media_1000037277_ss__1737468299005_27700789.jpg'}, {'provider': [], 'title': [], 'url': 'https://aos-comment.amap.com/B000A84ZLN/comment/41f47f0537200f2c5143b9c26f08d6b7_2048_2048_80.jpg'}]",5916638300,"{'cost': [], 'opentime2': '周一至周日 00:00-24:00', 'rating': '4.6', 'open_time': '24小时营业', 'ticket_ordering': '0'}"
B0K109V6UO,余华和史铁生认领的树,风景名胜;风景名胜;风景名胜,110200,和平里中街34号(和平里北街地铁站D西南口步行450米),"116.415134,39.955862",[],北京市,北京市,东城区,地坛,"[{'provider': [], 'title': [], 'url': 'https://aos-comment.amap.com/B0K109V6UO/comment/content_media_external_file_1000033162_ss__1763999652305_37274487.jpg'}, {'provider': [], 'title': [], 'url': 'https://aos-comment.amap.com/B0K109V6UO/comment/content_media_external_file_1000032150_ss__1769336067495_14050347.jpg'}, {'provider': [], 'title': [], 'url': 'https://aos-comment.amap.com/B0K109V6UO/comment/579F9F54_3278_4CC9_BACE_29C9C6DD5A8D_L0_001_1500_200_1766831449667_31315017.jpg'}]",5916734320,"{'cost': [], 'opentime2': '周一至周日 08:00-22:00', 'rating': '4.7', 'open_time': '08:00-22:00', 'ticket_ordering': '0'}"
B0H26NZFNJ,天桥,风景名胜;风景名胜;风景名胜,110200,西草市街96号(珠市口地铁站G西南口步行320米),"116.398772,39.886193",010-83366036,北京市,北京市,东城区,天桥,"[{'provider': [], 'title': [], 'url': 'https://aos-comment.amap.com/B0H26NZFNJ/comment/file_media_Photo_3683_IMG_1765468755_3597_IMG_3597_jp_1765468704643_50289873.jpg'}, {'provider': [], 'title': [], 'url': 'http://store.is.autonavi.com/showpic/10bb7da77d402c8c74d775cc30889060'}, {'provider': [], 'title': [], 'url': 'https://aos-comment.amap.com/B0H26NZFNJ/comment/176500001461_1765000015538_22933648.jpg'}]",5916636112,"{'cost': [], 'opentime2': '周一至周日 06:00-17:30', 'rating': '4.3', 'open_time': '06:00-17:30', 'ticket_ordering': '0'}"
B0FFFTBPPG,故宫博物院-珍妃井,风景名胜;风景名胜;风景名胜,110200,景山前街4号,"116.400115,39.921941",4009501925,北京市,北京市,东城区,[],"[{'provider': [], 'title': [], 'url': 'http://store.is.autonavi.com/showpic/0e94d4c0eec06b72810eee87a6e42e96'}, {'provider': [], 'title': [], 'url': 'https://aos-comment.amap.com/B0FFFTBPPG/comment/A5673338_16E3_4A79_9D19_DC7360FBC117_L0_001_1500_200_1771000396558_46884895.jpg'}, {'provider': [], 'title': [], 'url': 'https://aos-comment.amap.com/B0FFFTBPPG/comment/content_media_external_file_123533_ss__1769757338119_73386663.jpg'}]",5916730210,"{'cost': [], 'opentime2': '11月1日-次年3月31周二至周日:08:30-16:30(15:40停止入馆,16:30闭馆),；开放时间:4月1日-10月31日08:30-17:00(16:10停止入场,17:00闭馆)', 'rating': '5.0', 'open_time': [], 'ticket_ordering': '0'}"
B0FFFF7DZE,三庆园,体育休闲服务;影剧院;剧场|风景名胜;风景名胜相关;旅游景点,080603|110000,大栅栏商业街18号(前门地铁站I西南口步行410米),"116.396914,39.895887",010-66551266,北京市,北京市,西城区,珠市口,"[{'provider': [], 'title': [], 'url': 'http://store.is.autonavi.com/showpic/ae1c553f0a494e77e2aab7adc65ef20c'}, {'provider': [], 'title': [], 'url': 'http://store.is.autonavi.com/showpic/5acd54f5a2e31ba9d29d1c1e0707ec40'}, {'provider': [], 'title': [], 'url': 'http://store.is.autonavi.com/showpic/0557d107e8b7fb9bdacd65940ae8587f'}]",5916637112,"{'cost': [], 'opentime2': '周一至周日 19:30-22:00；周二-周日:下午场14:00-16:00；晚场19:00-21:00，周一休息。', 'seat_ordering': '0', 'rating': '4.3', 'open_time': '19:30-22:00 14:00-16:00 19:00-21:00', 'ticket_ordering': '0'}"
