id,name,type,typecode,address,location,tel,pname,cityname,adname,business_area,photos,gridcode,biz_ext
B000A4DABA,智化寺,风景名胜;风景名胜;寺庙道观,110205,禄米仓胡同5号,"116.432325,39.917621",010-65286691;010-65253670,北京市,北京市,东城区,朝阳门,"[{'provider': [], 'title': [], 'url': 'http://store.is.autonavi.com/showpic/c3be2de7bdfffff8e79b261d536eeb78'}, {'provider': [], 'title': [], 'url': 'https://aos-comment.amap.com/B000A4DABA/headerImg/acabc6cfbf1078e3d4586d337f724f21_2048_2048_80.jpg'}, {'provider': [], 'title': [], 'url': 'http://store.is.autonavi.com/showpic/15ceb0364715e9acc40c859eb4411681'}]",5916730401,"{'cost': [], 'opentime2': '周一关闭(法定节假日除外),周二至周日09:00-17:00(16:30停止入馆)', 'rating': '4.7', 'open_time': '09:00-17:00', 'ticket_ordering': '0'}"
B0FFFLJW2Q,菖蒲河公园,风景名胜;公园广场;公园,110101,菖蒲河沿9号(天安门东地铁站B东北口步行200米),"116.403456,39.908566",[],北京市,北京市,东城区,王府井,"[{'provider': [], 'title': [], 'url': 'http://store.is.autonavi.com/showpic/d78ea4ed845465bb7773102c22c54df5'}, {'provider': [], 'title': [], 'url': 'https://aos-comment.amap.com/B0FFFLJW2Q/comment/content_media_external_file_100003180_1764239251317_81491666.jpg'}, {'provider': [], 'title': [], 'url': 'http://store.is.autonavi.com/showpic/f1360e4cff6ac541022749cd3b5d87d2'}]",5916639200,"{'cost': [], 'opentime2': '周一至周日 00:00-24:00', 'rating': '4.3', 'open_time': '24小时营业', 'ticket_ordering': '0'}"
B000A3DC9D,东单公园,风景名胜;公园广场;公园,110101,崇文门内大街9号(东单地铁站H西南口步行380米),"116.417090,39.904917",010-85113016,北京市,北京市,东城区,[],"[{'provider': [], 'title': [], 'url': 'http://store.is.autonavi.com/showpic/de85bb2be102e61fcfaf1044e464c89d'}, {'provider': [], 'title': [], 'url': 'http://store.is.autonavi.com/showpic/789c24cca3a4237b60c3941543d28f76'}, {'provider': [], 'title': [], 'url': 'http://store.is.autonavi.com/showpic/7eba4699dbf94b0ff3ec766dbc44ad54'}]",5916638311,"{'cost': [], 'opentime2': '周一至周日 06:00-21:30', 'rating': '4.5', 'open_time': '06:00-21:30', 'ticket_ordering': '0'}"
B000A31E37,北京牛街礼拜寺(不对外开放),风景名胜;风景名胜;回教寺,110207,牛街18号(近广安门内),"116.364641,39.885711",010-63532564,北京市,北京市,西城区,白纸坊,"[{'provider': [], 'title': '外景图', 'url': 'http://store.is.autonavi.com/showpic/b4f09dc41b15aa18f4d8fc6dcc1d3bbd'}, {'provider': [], 'title': [], 'url': 'https://store.is.autonavi.com/showpic/ff32a1ed033b71f850812d9e7876432e'}, {'provider': [], 'title': [], 'url': 'https://store.is.autonavi.com/showpic/67adeb08b7ef5fca6cea9b4aba6a5551'}]",5916626900,"{'cost': [], 'opentime2': '05:30-22:00左右', 'rating': '4.3', 'open_time': '05:30-22:00', 'ticket_ordering': '0'}"
B0FFFAN0GC,鸟巢文化中心,科教文化服务;文化宫;文化宫,140800,国家体育场南路1号(慧忠路与北辰东路交汇处),"116.396461,39.992815",010-64553358,北京市,北京市,朝阳区,北辰,"[{'title': [], 'url': 'https://aos-comment.amap.com/B0FFFAN0GC/comment/content_media_external_file_1000059469_ss__1765754619129_37897696.jpg'}, {'title': [], 'url': 'https://aos-comment.amap.com/B0FFFAN0GC/comment/content_media_external_file_584_1768690204797_27999911.jpg'}, {'title': [], 'url': 'https://aos-comment.amap.com/B0FFFAN0GC/comment/69bcde99-6644-4fd1-9485-576a7e57079e.png'}]",5916739102,"{'cost': [], 'opentime2': '周一至周日 10:00-22:00', 'rating': '4.8', 'open_time': '10:00-22:00'}"
B0IG3A0CQM,永泉庵,风景名胜;风景名胜;风景名胜,110200,德胜桥东北侧(真武庙东),"116.379977,39.944088",[],北京市,北京市,西城区,德胜门,"[{'provider': [], 'title': [], 'url': 'https://aos-comment.amap.com/B0IG3A0CQM/comment/content_media_external_file_100001304_1768312987919_84247925.jpg'}, {'provider': [], 'title': [], 'url': 'https://aos-comment.amap.com/comment/content_service__1770301819574_16648605_1770301881634_35535544.jpg'}, {'provider': [], 'title': [], 'url': 'https://store.is.autonavi.com/showpic/7df3a2c7d8b201108618addc1f566725'}]",5916733001,"{'cost': [], 'opentime2': [], 'rating': '4.2', 'open_time': [], 'ticket_ordering': '0'}"
B000A9LEXU,白云观-灵官殿,风景名胜;风景名胜;风景名胜,110200,白云路62号,"116.343736,39.900424",010-63396074,北京市,北京市,西城区,复兴门,"[{'provider': [], 'title': [], 'url': 'https://aos-comment.amap.com/B000A9LEXU/comment/content_media_external_images_media_1000141631_ss__1768009760234_04072608.jpg'}, {'provider': [], 'title': [], 'url': 'https://aos-comment.amap.com/B000A9LEXU/comment/content_media_external_images_media_1000018733_ss__1765155259198_18508079.jpg'}, {'provider': [], 'title': [], 'url': 'https://aos-comment.amap.com/B000A9LEXU/comment/content_media_external_images_media_1000141629_ss__1768009760754_39062204.jpg'}]",5916628701,"{'cost': [], 'opentime2': [], 'rating': '4.1', 'open_time': [], 'ticket_ordering': '0'}"
B000A7Z46T,庆王府(不对外开放),风景名胜;风景名胜;风景名胜,110200,定阜街3号院,"116.380746,39.936017",[],北京市,北京市,西城区,积水潭,"[{'provider': [], 'title': [], 'url': 'http://store.is.autonavi.com/showpic/94db76b3cf8c02438d07f7a1fd8b10fb'}, {'provider': [], 'title': [], 'url': 'http://store.is.autonavi.com/showpic/0fa6629d67606328fe1a93206dee9e7c'}, {'provider': [], 'title': [], 'url': 'http://store.is.autonavi.com/showpic/c31cfa63d8e5970db40f0658df66d785'}]",5916732001,"{'cost': [], 'opentime2': '周一至周日 09:00-17:30', 'rating': '4.3', 'open_time': '09:00-17:30', 'ticket_ordering': '0'}"
B000A80I4L,北海公园-静心斋,风景名胜;风景名胜;风景名胜,110200,文津街1号北海公园内(西北角),"116.389401,39.932511",[],北京市,北京市,西城区,[],"[{'provider': [], 'title': [], 'url': 'https://aos-comment.amap.com/B000A80I4L/comment/content_media_external_images_media_9833_1727925983744_64299031.jpg'}, {'provider': [], 'title': [], 'url': 'https://aos-comment.amap.com/B000A80I4L/comment/0FFC939C_D717_42D0_AF91_0A82861E7C36_L0_001_1500_200_1752028799478_15541666.jpg'}, {'provider': [], 'title': [], 'url': 'http://store.is.autonavi.com/showpic/f9cd39822a0a5bf8fc486dc82e584eb9'}]",5916731120,"{'cost': [], 'opentime2': '周二至周日 08:00-18:00', 'rating': '4.4', 'open_time': '08:00-18:00', 'ticket_ordering': '0'}"
B000A7QDJF,世界花卉大观园,风景名胜;公园广场;植物园,110103,南四环中路235号,"116.353217,39.835332",010-87500840,北京市,北京市,丰台区,草桥,"[{'provider': [], 'title': [], 'url': 'http://store.is.autonavi.com/showpic/e65c6cccd6c23b4e2aee238214df0af4'}, {'provider': [], 'title': [], 'url': 'http://store.is.autonavi.com/showpic/4a784d7642d7ce70884c7e2e1683e983'}, {'provider': [], 'title': [], 'url': 'http://store.is.autonavi.com/showpic/f4f5fa26d06e41a98835064d6abe85f6'}]",5916620800,"{'cost': [], 'opentime2': '7月22日-10月7日:08:00-22:30；10月8日-7月21日08:00-17:00', 'rating': '4.6', 'open_time': [], 'ticket_ordering': '0'}"
B000A9LF3J,外金水桥,风景名胜;风景名胜;风景名胜,110200,东长安街天安门内(天安门东地铁站A西北入口步行190米),"116.397663,39.908002",010-86409660,北京市,北京市,东城区,[],"[{'provider': [], 'title': [], 'url': 'http://store.is.autonavi.com/showpic/e9b4e4e94043728ada8e411e8af856f0'}, {'provider': [], 'title': [], 'url': 'https://aos-comment.amap.com/B000A9LF3J/comment/content_media_external_file_7868_1757157319695_29271202.jpg'}, {'provider': [], 'title': [], 'url': 'https://aos-comment.amap.com/B000A9LF3J/comment/content_media_external_file_38835_ss__1760080133974_44486567.jpg'}]",5916638122,"{'cost': [], 'opentime2': '周一至周日 00:00-24:00', 'rating': '4.3', 'open_time': '24小时营业', 'ticket_ordering': '0'}"
B000A80UVR,陈独秀旧居,风景名胜;风景名胜;纪念馆,110204,北池子大街箭杆胡同20号,"116.404106,39.917353",010-65289569,北京市,北京市,东城区,[],"[{'provider': [], 'title': '陈独秀旧居[陈独秀北京市旧居]', 'url': 'http://store.is.autonavi.com/showpic/98225ad4af9949181618ace96b79ac15'}, {'provider': [], 'title': [], 'url': 'https://store.is.autonavi.com/showpic/f2e61fa9e53ebbe94a2d490b56561e3f'}, {'provider': [], 'title': [], 'url': 'https://store.is.autonavi.com/showpic/6144c1dd333477ea6219fd5550c38a12'}]",5916730200,"{'cost': [], 'opentime2': '周二至周日 09:00-11:30,13:00-16:00', 'rating': '4.3', 'open_time': '09:00-11:30 13:00-16:00', 'ticket_ordering': '0'}"
B0L2OHUUDS,国礼博物馆,科教文化服务;博物馆;博物馆,140100,西兴隆街与戴家胡同交叉口西北60米,"116.410925,39.897825",[],北京市,北京市,东城区,[],"[{'title': [], 'url': 'https://aos-comment.amap.com/B0L2OHUUDS/comment/D43A4C39_09F5_43D0_A505_FCE84627D171_L0_001_1290_172_1762820325623_41627331.jpg'}, {'title': [], 'url': 'https://aos-comment.amap.com/B0L2OHUUDS/comment/0BEEC413_BD8C_4C0D_9A09_DF1042214102_L0_001_1290_172_1762820325622_75930656.jpg'}, {'title': [], 'url': 'https://aos-comment.amap.com/B0L2OHUUDS/comment/4A93B0A8_A909_4151_840C_7BDD96326D63_L0_001_1179_88_1765511004362_31565796.jpg'}]",5916637222,"{'cost': [], 'opentime2': '周二至周日 09:00-16:00', 'rating': '4.3', 'open_time': '09:00-16:00'}"
B000A7BZG7,中国农业博物馆,科教文化服务;博物馆;博物馆,140100,东三环北路16号,"116.465132,39.940518",010-59199766;010-65096233,北京市,北京市,朝阳区,姚家园,"[{'title': '中国农业博物馆', 'url': 'http://store.is.autonavi.com/showpic/4f6a27ca2377ac6c6b84d9610c874718'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/83e9422a104e08779121b66a001c7e20'}, {'title': '中国农业博物馆', 'url': 'http://store.is.autonavi.com/showpic/04bc17f8aebd7ae543a894051d7fbab5'}]",5916732720,"{'cost': [], 'opentime2': '周一闭馆(法定节假日除外)；周二至周日09:00-16:30(16:00停止入馆)', 'rating': '4.7', 'open_time': '09:00-16:30'}"
B000A9PIQC,故宫博物院-坤宁宫,风景名胜;风景名胜;风景名胜,110200,东华门街道景山前街4号故宫博物院内(北侧),"116.396911,39.920821",4009501925,北京市,北京市,东城区,[],"[{'provider': [], 'title': [], 'url': 'http://store.is.autonavi.com/showpic/d0becf3adf2715c139239f4b7d4de08a'}, {'provider': [], 'title': [], 'url': 'http://store.is.autonavi.com/showpic/18ac954806d8a6159fedb80dd1fa95c1'}, {'provider': [], 'title': [], 'url': 'https://aos-comment.amap.com/B000A96F0U/comment/%5B2025-11-29-02-02-34%5DC50EB0FC-DD9B-4A82-A352-680B382200A_1764352963329_51291824.jpg'}]",5916730112,"{'cost': [], 'opentime2': '旺季4月1日至10月31日周一关闭,周二至周日08:30-17:00(16:00停止进入),淡季11月1日至3月31日周一关闭,周二至周日08:30-16:30(15:30停止进入)', 'rating': '4.8', 'open_time': [], 'ticket_ordering': '0'}"
B000A875MC,奥林匹克森林公园,风景名胜;风景名胜;国家级景点,110202,科荟路33号,"116.392159,40.018635",010-64529060,北京市,北京市,朝阳区,[],"[{'provider': [], 'title': [], 'url': 'http://store.is.autonavi.com/showpic/18069dac30cd3ca0a025b38b7343b74e'}, {'provider': [], 'title': '奥林匹克森林公园', 'url': 'http://store.is.autonavi.com/showpic/9341bf0284d7b8fa6cc204f4efde31eb'}, {'provider': [], 'title': '夏季', 'url': 'http://store.is.autonavi.com/showpic/50a095fc659f5332fcf8111199ac1c17'}]",6016032111,"{'cost': [], 'opentime2': '周一至周日 05:00-22:00', 'rating': '4.8', 'open_time': '05:00-22:00', 'ticket_ordering': '0'}"
B0I13APEW5,北京奥林匹克公园,风景名胜;公园广场;公园|风景名胜;风景名胜;国家级景点,110101|110202,北辰东路15号(森林公园南门地铁站C东南口旁),"116.393096,40.009926",010-84972797;010-84992008,北京市,北京市,朝阳区,[],"[{'provider': [], 'title': [], 'url': 'http://store.is.autonavi.com/showpic/e3f95f17eb8064df27d48cfe725d4f9e'}, {'provider': [], 'title': [], 'url': 'http://store.is.autonavi.com/showpic/bba6f25e0a615d44d1e8b1fd5ff40b27'}, {'provider': [], 'title': '北京奥林匹克公园', 'url': 'http://store.is.autonavi.com/showpic/9e710f114ea4bc934cecc6ab5ffc1c4d'}]",6016031101,"{'cost': [], 'opentime2': '周一至周日 06:30-22:00', 'rating': '4.8', 'open_time': '06:30-22:00', 'ticket_ordering': '0'}"
B000A8535O,中法大学旧址,风景名胜;风景名胜;风景名胜,110200,东皇城根北街甲20号,"116.407030,39.928204",010-84024558,北京市,北京市,东城区,沙滩,"[{'provider': [], 'title': [], 'url': 'https://aos-comment.amap.com/B000A8535O/comment/content_media_external_images_media_1224_1735087685957_38059348.jpg'}, {'provider': [], 'title': [], 'url': 'https://aos-comment.amap.com/B000A8535O/comment/42c08f1507e4737d45dbd63d16649f76_2048_2048_80.jpg'}, {'provider': [], 'title': [], 'url': 'https://aos-comment.amap.com/B000A8535O/comment/e31cdda22525c3dc8fc71debc2a2c872_2048_2048_80.jpg'}]",5916731211,"{'cost': [], 'opentime2': '周二至周日 09:00-16:30，周一正常闭馆(法定节假日除外)，2026年2月15日至2026年2月20日全天关闭，2026年2月21日至2026年2月22日09:00-16:30，2026年2月23日闭馆', 'rating': '4.4', 'open_time': '09:00-16:30', 'ticket_ordering': '0'}"
B000A8UI3C,福海公园,风景名胜;公园广场;公园,110101,永外高庄138号(大红门地铁站C东南口步行300米),"116.402011,39.847163",[],北京市,北京市,丰台区,[],"[{'provider': [], 'title': [], 'url': 'http://store.is.autonavi.com/showpic/8645609a21f7bfa8fd651973de27437a'}, {'provider': [], 'title': [], 'url': 'https://aos-comment.amap.com/B000A8UI3C/headerImg/73e83b6c691d0a2d6b2f81f778799927_2048_2048_80.jpg'}, {'provider': [], 'title': [], 'url': 'https://aos-comment.amap.com/B000A8UI3C/headerImg/8870f1699ad88cab9021fdeb611a7cbc_2048_2048_80.jpg'}]",5916631210,"{'cost': [], 'opentime2': '周一至周日 00:00-24:00', 'rating': '4.2', 'open_time': '24小时营业', 'ticket_ordering': '0'}"
B000A81FY5,798·751园区,风景名胜;风景名胜;风景名胜,110200,酒仙桥路4号,"116.494784,39.985063",010-59789798,北京市,北京市,朝阳区,酒仙桥,"[{'provider': [], 'title': [], 'url': 'http://store.is.autonavi.com/showpic/42a5f4dfacfbf2d38d20905cdc15f5ff'}, {'provider': [], 'title': [], 'url': 'http://store.is.autonavi.com/showpic/ee391e3f551fdd027e641c5c040e30bc'}, {'provider': [], 'title': [], 'url': 'http://store.is.autonavi.com/showpic/8a076e086d57c7e50f5d46477083b649'}]",5916738901,"{'cost': [], 'opentime2': '周一至周日 00:00-24:00；艺术中心全天开放，不同店铺，艺术馆的开放时间不同。通常798艺术区开放时间:周二—周日10:00-18:00。', 'rating': '4.8', 'open_time': '00:00-24:00 10:00-18:00', 'ticket_ordering': '0'}"
B0GRO76HVM,海清苑,风景名胜;公园广场;公园,110101,地安门西大街49号(北海北地铁站B东北口步行480米),"116.393204,39.934040",[],北京市,北京市,西城区,[],"[{'provider': [], 'title': [], 'url': 'https://aos-comment.amap.com/B0GRO76HVM/comment/43DC314E_C3F7_4DD2_8F4C_76D4660B419F_L0_001_1500_200_1754279887609_29517873.jpg'}, {'provider': [], 'title': [], 'url': 'https://aos-comment.amap.com/B0GRO76HVM/comment/content_media_external_file_1000015079_ss__1744284055579_89349786.jpg'}, {'provider': [], 'title': [], 'url': 'https://aos-comment.amap.com/B0GRO76HVM/comment/content_media_external_file_8623_ss__1750595024499_61633277.jpg'}]",5916732101,"{'cost': [], 'opentime2': '周一至周日 00:00-24:00', 'rating': '4.3', 'open_time': '24小时营业', 'ticket_ordering': '0'}"
B0FFH1A3X0,枣园,风景名胜;风景名胜;风景名胜,110200,阜成路北三街与增光路交叉口东北100米,"116.317278,39.928933",[],北京市,北京市,海淀区,车公庄,"[{'provider': [], 'title': [], 'url': 'https://store.is.autonavi.com/showpic/089c18b32c8f212f63ace67b91a32b3e'}, {'provider': [], 'title': [], 'url': 'https://store.is.autonavi.com/showpic/2e6c0d01cb96395df6a6814e9a9c4398'}]",5916721511,"{'cost': [], 'opentime2': '周一至周日 09:00-18:00', 'rating': '4.3', 'open_time': '09:00-18:00', 'ticket_ordering': '0'}"
B000A146AD,白云观,风景名胜;风景名胜;寺庙道观,110205,白云观街7号,"116.343778,39.901266",010-63463531;15588994450,北京市,北京市,西城区,复兴门,"[{'provider': [], 'title': [], 'url': 'http://store.is.autonavi.com/showpic/d804291e9b9d981135dbab1a8d7020ea'}, {'provider': [], 'title': [], 'url': 'http://store.is.autonavi.com/showpic/3fc28ed5e4e85431fd93362ff8a1d357'}, {'provider': [], 'title': [], 'url': 'https://aos-comment.amap.com/B000A146AD/comment/5fb61aa2610a6f254042b97ea9a70f5c_2048_2048_80.jpg'}]",5916628701,"{'cost': [], 'opentime2': '5月至9月 周一至周日 08:30-17:00 10-01至02-15 周一至周日 08:30-16:30；02-17至04-30 周一至周日 08:30-16:30；02-16至02-16 周一至周日 全天关闭', 'rating': '4.8', 'open_time': [], 'ticket_ordering': '0'}"
B0FFFT7UKC,故宫博物院-文华殿,风景名胜;风景名胜;风景名胜,110200,景山前街4号故宫博物院内(东南角),"116.399345,39.915573",010-85007422,北京市,北京市,东城区,[],"[{'provider': [], 'title': [], 'url': 'http://store.is.autonavi.com/showpic/49c809890c999dac71048b8eddb28976'}, {'provider': [], 'title': [], 'url': 'http://store.is.autonavi.com/showpic/67ec13d62bc610edbd510efba0bc5f96'}, {'provider': [], 'title': [], 'url': 'https://aos-comment.amap.com/B0FFFT7UKC/comment/445444ec1d136a1c4e50a77e19a2748e_2048_2048_80.jpg'}]",5916639122,"{'cost': [], 'opentime2': '周一至周日 08:30-16:00', 'rating': '5.0', 'open_time': '08:30-16:00', 'ticket_ordering': '0'}"
B000A81JI1,贤良祠,风景名胜;风景名胜;寺庙道观,110205,地安门西大街甲103号(北海北地铁站B东北口步行210米),"116.386903,39.933736",[],北京市,北京市,西城区,[],"[{'provider': [], 'title': [], 'url': 'https://aos-comment.amap.com/B000A81JI1/comment/content_media_external_file_1000061281_ss__1766829304239_25986286.jpg'}, {'provider': [], 'title': [], 'url': 'https://aos-comment.amap.com/B000A81JI1/comment/content_media_external_file_62673_ss__1768544312689_70694506.jpg'}, {'provider': [], 'title': [], 'url': 'https://store.is.autonavi.com/showpic/9bcf150152726a88cfbbf2d1863d63fc'}]",5916732002,"{'cost': [], 'opentime2': '周二至周日 10:00-16:30', 'rating': '4.5', 'open_time': '10:00-16:30', 'ticket_ordering': '0'}"
B000A81FMM,地坛公园(暂停开放),风景名胜;公园广场;公园,110101,安定门外大街,"116.414443,39.953777",010-64214657;010-84257506,北京市,北京市,东城区,地坛,"[{'provider': [], 'title': [], 'url': 'http://store.is.autonavi.com/showpic/35d828cfa010668501e398f5bfa6c6f5'}, {'provider': [], 'title': '地坛公园', 'url': 'http://store.is.autonavi.com/showpic/c2fab07aee729768431c8aa3fe583193'}, {'provider': [], 'title': [], 'url': 'http://store.is.autonavi.com/showpic/0eba905720aa6e5c74d51a1888af1e90'}]",5916734310,"{'cost': [], 'opentime2': '5月至10月 周一至周日 06:00-22:00；1月至4月,11月至12月 周一至周日 06:00-21:00', 'rating': '4.8', 'open_time': [], 'ticket_ordering': '0'}"
B000A81GD9,报国寺,风景名胜;风景名胜;寺庙道观,110205,报国寺西夹道32号院(7号线广安门内地铁站B东北口20米),"116.359510,39.891185",010-63173169;010-83127177,北京市,北京市,西城区,广内大街,"[{'provider': [], 'title': [], 'url': 'http://store.is.autonavi.com/showpic/f2255ab171a0dcad77c27b917fb09aa3'}, {'provider': [], 'title': [], 'url': 'http://store.is.autonavi.com/showpic/4a09ae350fd61746e410e6b60514770d'}, {'provider': [], 'title': [], 'url': 'https://aos-comment.amap.com/B000A81GD9/headerImg/4f0ee50862ea11bd6d08d54e2e54019c_2048_2048_80.jpg'}]",5916626822,"{'cost': [], 'opentime2': '周一至周日 08:00-17:00', 'rating': '4.5', 'open_time': '08:00-17:00', 'ticket_ordering': '0'}"
B0KRJ95V19,火神殿,风景名胜;风景名胜;寺庙道观,110205,地安门外大街77号北京火德真君庙,"116.395631,39.936872",[],北京市,北京市,西城区,[],"[{'provider': [], 'title': [], 'url': 'https://aos-comment.amap.com/B0KRJ95V19/comment/CBCE0901_817E_46CB_82CE_1D95D8DE9C73_L0_001_1290_102_1769147215566_62303547.jpg'}, {'provider': [], 'title': [], 'url': 'https://store.is.autonavi.com/showpic/f37990fd36f18829a2f5ca323007d4bc'}, {'provider': [], 'title': [], 'url': 'https://aos-comment.amap.com/B0KRJ95V19/comment/content_media_external_file_1000061108_ss__1766920523395_93469628.jpg'}]",5916732111,"{'cost': [], 'opentime2': [], 'rating': '4.3', 'open_time': [], 'ticket_ordering': '0'}"
B000A16E89,圆明园遗址公园(暂停开放),风景名胜;风景名胜;国家级景点,110202,清华西路28号,"116.300960,40.008759",010-62543673,北京市,北京市,海淀区,[],"[{'provider': [], 'title': [], 'url': 'http://store.is.autonavi.com/showpic/0c8257320e8c8a771ef6aef1cb358483'}, {'provider': [], 'title': '春季', 'url': 'http://store.is.autonavi.com/showpic/29a41825ec7b9b7f51da3c837c074bdb'}, {'provider': [], 'title': '夏季', 'url': 'http://store.is.autonavi.com/showpic/3afbf03e01a90e50b7cc1329ebb3afed'}]",6016021400,"{'cost': [], 'opentime2': '4月1日至10月31日6:00-21:00（6:00开园(电子票可用)，7:00开始窗口售票，19:00停止售票，停止入园，西洋楼遗址景区7:00-21:00（19:00停止进入），盛时全景模型展景区7:00-19:00），11月1日至次年3月31日6:30-19:30（7:00开始窗口售票，17:30停止售票，停止入园，西洋楼遗址景区7:00-19:30（17:30停止售票，停止入园），盛时全景模型展景区7:00-17:30）', 'rating': '4.9', 'open_time': [], 'ticket_ordering': '0'}"
B000A9PJ5V,故宫博物院-延禧宫,风景名胜;风景名胜;风景名胜,110200,故宫博物院内(东北角),"116.398682,39.920502",010-85007421;010-85007938,北京市,北京市,东城区,[],"[{'provider': [], 'title': [], 'url': 'http://store.is.autonavi.com/showpic/279d81301f38e6dab092d59b9f67241e'}, {'provider': [], 'title': '延禧宫', 'url': 'http://store.is.autonavi.com/showpic/0e75c2fc373b470ef9b3f7335294f24d'}, {'provider': [], 'title': '延禧宫', 'url': 'http://store.is.autonavi.com/showpic/6a87e4676f42a4c78e93633f4512d661'}]",5916730112,"{'cost': [], 'opentime2': '旺季(4月1日至10月31日):周一关闭(法定节假日除外),周二至周日:08:30-17:00(16:00停止检票),淡季(11月1日至3月31日):周一关闭(法定节假日除外),周二至周日:08:30-16:30(15:30停止检票)', 'rating': '4.8', 'open_time': [], 'ticket_ordering': '0'}"
B000A87QJV,奥林匹克公园中心区,风景名胜;公园广场;公园,110101,科荟路33号奥林匹克森林公园内,"116.392451,40.000039",010-84992008,北京市,北京市,朝阳区,北辰,"[{'provider': [], 'title': [], 'url': 'http://store.is.autonavi.com/showpic/dfca8d8318dfd6df8ecc12fb82607fe5'}, {'provider': [], 'title': [], 'url': 'http://store.is.autonavi.com/showpic/cd0f2fe0d31760c5c9b2f26a9434be00'}, {'provider': [], 'title': [], 'url': 'https://aos-comment.amap.com/B000A87QJV/comment/content_media_external_file_100020854_1766913203214_62606328.jpg'}]",6016030101,"{'cost': [], 'opentime2': '00:00-24:00', 'rating': '4.4', 'open_time': '24小时营业', 'ticket_ordering': '0'}"
B0FFHPBXQJ,城隍庙,风景名胜;风景名胜;风景名胜,110200,复兴门金融大街33号通泰大厦对面(近投资广场),"116.360066,39.910479",[],北京市,北京市,西城区,复兴门,"[{'provider': [], 'title': [], 'url': 'https://aos-comment.amap.com/B0FFHPBXQJ/comment/content_media_external_file_2164_ss__1761061479973_12036534.jpg'}, {'provider': [], 'title': [], 'url': 'https://store.is.autonavi.com/showpic/e9a3b13d462398cce31308aeb6ce5e0a'}, {'provider': [], 'title': [], 'url': 'https://aos-comment.amap.com/B0FFHPBXQJ/comment/b231d0eb0d6e2f164873f9fafec94e55_2048_2048_80.jpg'}]",5916629802,"{'cost': [], 'opentime2': [], 'rating': '4.2', 'open_time': [], 'ticket_ordering': '0'}"
B000A5DD67,什刹海-望海楼,风景名胜;风景名胜;风景名胜,110200,什刹海后海北岸半岛上,"116.386469,39.942610",[],北京市,北京市,西城区,德胜门,"[{'provider': [], 'title': [], 'url': 'http://store.is.autonavi.com/showpic/eeb8ad003276c8813ac0bbc4475a564a'}, {'provider': [], 'title': [], 'url': 'https://aos-comment.amap.com/B000A5DD67/comment/761b7b7832c5f9f1bbd8391d386f6226_2048_2048_80.jpg'}, {'provider': [], 'title': [], 'url': 'https://aos-comment.amap.com/B000A5DD67/comment/300ff0fc2ce2aa0deacdadb6f5d4dede_2048_2048_80.jpg'}]",5916733002,"{'cost': [], 'opentime2': '周一至周日 00:00-24:00', 'rating': '4.3', 'open_time': '24小时营业', 'ticket_ordering': '0'}"
B000A80ZNP,天主教北京总教区东交民巷圣弥厄尔天主堂,风景名胜;风景名胜;教堂,110206,东交民巷甲13号,"116.412118,39.903012",[],北京市,北京市,东城区,[],"[{'provider': [], 'title': '东交民巷天主堂', 'url': 'http://store.is.autonavi.com/showpic/9ea3e17e05cde9a5b7fe6f09a9f2ffb6'}, {'provider': [], 'title': '东交民巷天主堂', 'url': 'http://store.is.autonavi.com/showpic/e45dee4bea9b0ff2abf3a89d00d4ba10'}, {'provider': [], 'title': [], 'url': 'https://store.is.autonavi.com/showpic/f4f3ecc7ca88d11c9a1c5e5894c0dbc2'}]",5916638212,"{'cost': [], 'opentime2': '周一至周日 00:00-24:00', 'rating': '4.4', 'open_time': '24小时营业', 'ticket_ordering': '0'}"
